Time,II,PLETH
00:07:17.272,0.445,0.291
00:07:17.28,0.454,0.291
00:07:17.288,0.495,0.290
00:07:17.296,0.575,0.292
00:07:17.304,0.704,0.298
00:07:17.312,0.820,0.309
00:07:17.32,0.895,0.328
00:07:17.328,0.915,0.355
00:07:17.336,0.865,0.383
00:07:17.344,0.815,0.415
00:07:17.352,0.760,0.456
00:07:17.36,0.695,0.500
00:07:17.368,0.615,0.547
00:07:17.376,0.475,0.592
00:07:17.384,0.360,0.634
00:07:17.392,0.320,0.670
00:07:17.4,0.345,0.698
00:07:17.408,0.381,0.718
00:07:17.416,0.400,0.732
00:07:17.424,0.415,0.739
00:07:17.432,0.395,0.739
00:07:17.44,0.369,0.736
00:07:17.448,0.340,0.731
00:07:17.456,0.315,0.723
00:07:17.464,0.300,0.715
00:07:17.472,0.289,0.704
00:07:17.48,0.280,0.691
00:07:17.488,0.280,0.679
00:07:17.496,0.275,0.666
00:07:17.504,0.270,0.652
00:07:17.512,0.260,0.636
00:07:17.52,0.255,0.620
00:07:17.528,0.245,0.603
00:07:17.536,0.240,0.588
00:07:17.544,0.235,0.574
00:07:19.504,0.450,0.296
00:07:19.512,0.450,0.294
00:07:19.52,0.454,0.292
00:07:19.528,0.450,0.291
00:07:19.536,0.461,0.290
00:07:19.544,0.450,0.289
00:07:19.552,0.461,0.287
00:07:19.56,0.450,0.285
00:07:19.568,0.440,0.283
00:07:19.576,0.445,0.281
00:07:19.584,0.495,0.278
00:07:19.592,0.575,0.275
00:07:19.6,0.709,0.272
00:07:19.608,0.820,0.269
00:07:19.616,0.869,0.267
00:07:19.624,0.881,0.267
00:07:19.632,0.815,0.267
00:07:19.64,0.784,0.266
00:07:19.648,0.720,0.266
00:07:19.656,0.660,0.266
00:07:19.664,0.560,0.268
00:07:19.672,0.395,0.274
00:07:19.68,0.270,0.283
00:07:19.688,0.240,0.300
00:07:19.696,0.235,0.324
00:07:19.704,0.270,0.354
00:07:19.712,0.275,0.391
00:07:19.72,0.284,0.433
00:07:19.728,0.300,0.472
00:07:19.736,0.330,0.508
00:07:19.744,0.340,0.547
00:07:19.752,0.330,0.587
00:07:19.76,0.315,0.622
00:07:19.768,0.305,0.651
00:07:19.776,0.296,0.674
00:07:19.784,0.280,0.690
00:07:19.792,0.270,0.701
00:07:19.8,0.260,0.706
00:07:19.808,0.250,0.706
00:07:19.816,0.245,0.702
00:07:19.824,0.235,0.695
00:07:19.832,0.230,0.686
00:07:19.84,0.225,0.675
